ExpNum ExpRep UtilType GenType Alpha Voters Candidates Iterations Borda_borda Borda_copeland Borda_plurality Borda_stv Condorcet Cond_borda Cond_copeland Cond_plurality Cond_stv
1 25 linear_util impartial_culture 0.1 7 9 400 1.0 0.9428571428571428 1.0 0.9428571428571428 False False False False False
1 26 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.8947368421052632 0.8947368421052632 True True True False False
1 27 linear_util impartial_culture 0.1 7 9 400 1.0 0.972972972972973 0.4864864864864865 0.972972972972973 True False True False True
1 28 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 29 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 False False False False False
1 30 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.7352941176470589 1.0 True True True False True
1 31 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 32 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.7619047619047619 0.7619047619047619 True True True False False
1 33 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 34 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 35 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 0.6829268292682927 False False False False False
1 36 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.8536585365853658 1.0 True True True False True
1 37 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.7777777777777778 1.0 True True True False True
1 38 linear_util impartial_culture 0.1 7 9 400 1.0 0.8611111111111112 1.0 0.8888888888888888 False False False False False
1 39 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 40 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 41 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.7631578947368421 1.0 True True True False True
1 42 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 False False False False False
1 43 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.9444444444444444 0.9444444444444444 True True True False False
1 44 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.8108108108108109 1.0 True True True False True
1 45 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.7727272727272727 1.0 True True True False True
1 46 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.7209302325581395 1.0 True True True False True
1 47 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 False False False False False
1 48 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.7906976744186046 0.7906976744186046 True True True False False
1 49 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.926829268292683 0.926829268292683 True True True False False
1 50 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.8717948717948718 0.8717948717948718 True True True False False
1 51 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.95 1.0 True True True False True
1 52 linear_util impartial_culture 0.1 7 9 400 1.0 0.9722222222222222 0.9722222222222222 0.9722222222222222 True False True True True
1 53 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 54 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.9 1.0 True True True False True
1 55 linear_util impartial_culture 0.1 7 9 400 1.0 0.9459459459459459 0.9459459459459459 0.8918918918918919 False False False False False
1 56 linear_util impartial_culture 0.1 7 9 400 1.0 0.9761904761904762 0.9761904761904762 0.9761904761904762 True False True True True
1 57 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.6904761904761905 1.0 True True True False True
1 58 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.925 1.0 False False False False False
1 59 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.717948717948718 1.0 True True True False True
1 60 linear_util impartial_culture 0.1 7 9 400 1.0 0.8636363636363636 0.8636363636363636 0.8636363636363636 True False True True True
1 61 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.7631578947368421 0.7631578947368421 True True True False False
1 62 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.7142857142857143 1.0 True True True False True
1 63 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 64 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.6571428571428571 0.8857142857142857 False False False False False
1 65 linear_util impartial_culture 0.1 7 9 400 1.0 0.9473684210526315 1.0 1.0 True False True False False
1 66 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.7692307692307693 1.0 True True True False True
1 67 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.8285714285714286 0.9428571428571428 False False False False False
1 68 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.6842105263157895 1.0 True True True False True
1 69 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.8918918918918919 1.0 True True True False True
1 70 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 0.868421052631579 True True True True False
1 71 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.6190476190476191 1.0 True True True False True
1 72 linear_util impartial_culture 0.1 7 9 400 1.0 0.9459459459459459 0.9459459459459459 0.9459459459459459 True False True True True
1 73 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.7428571428571429 0.7428571428571429 False False False False False
1 74 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 75 linear_util impartial_culture 0.1 7 9 400 1.0 0.9743589743589743 1.0 0.9743589743589743 False False False False False
1 76 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 77 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.8571428571428571 1.0 True True True False False
1 78 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.8947368421052632 0.7894736842105263 False False False False False
1 79 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 False False False False False
1 80 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 False False False False False
1 81 linear_util impartial_culture 0.1 7 9 400 1.0 0.9047619047619048 0.7857142857142857 0.9047619047619048 False False False False False
1 82 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 83 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 False False False False False
1 84 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.9230769230769231 0.9230769230769231 False False False False False
1 85 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 86 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 87 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.9210526315789473 0.9210526315789473 True True True False False
1 88 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 89 linear_util impartial_culture 0.1 7 9 400 1.0 0.9705882352941176 0.9117647058823529 0.9117647058823529 False False False False False
1 90 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 91 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 False False False False False
1 92 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
1 93 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.8571428571428571 0.8571428571428571 False False False False False
1 94 linear_util impartial_culture 0.1 7 9 400 1.0 0.9230769230769231 0.9230769230769231 0.9230769230769231 True False True True True
1 95 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.9210526315789473 1.0 True True True False True
1 96 linear_util impartial_culture 0.1 7 9 400 1.0 0.9722222222222222 0.8055555555555556 0.9722222222222222 True False True False True
1 97 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.8717948717948718 0.8717948717948718 False False False False False
1 98 linear_util impartial_culture 0.1 7 9 400 1.0 1.0 0.8611111111111112 0.8611111111111112 False False False False False
1 99 linear_util impartial_culture 0.1 7 9 400 1.0 0.9117647058823529 1.0 1.0 False False False False False
2 0 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 1 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 2 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.7368421052631579 0.7368421052631579 True True True False False
2 3 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 4 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 False False False False False
2 5 linear_util impartial_culture 0.1 3 9 400 1.0 0.9047619047619048 0.5238095238095238 0.9047619047619048 True False True False True
2 6 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 7 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 8 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.85 0.85 True True True False False
2 9 linear_util impartial_culture 0.1 3 9 400 1.0 0.9444444444444444 0.9444444444444444 0.9444444444444444 False False False False False
2 10 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True False True True True
2 11 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 12 linear_util impartial_culture 0.1 3 9 400 1.0 0.8947368421052632 0.8947368421052632 0.8947368421052632 True False True True True
2 13 linear_util impartial_culture 0.1 3 9 400 1.0 0.9444444444444444 0.9444444444444444 0.8333333333333334 False False False False False
2 14 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 15 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.8235294117647058 0.8235294117647058 False False False False False
2 16 linear_util impartial_culture 0.1 3 9 400 1.0 0.8333333333333334 0.8333333333333334 0.8333333333333334 False False False False False
2 17 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 18 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 19 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 20 linear_util impartial_culture 0.1 3 9 400 1.0 0.7894736842105263 0.7894736842105263 0.631578947368421 False False False False False
2 21 linear_util impartial_culture 0.1 3 9 400 1.0 0.75 0.75 0.75 False False False False False
2 22 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.9 1.0 True True True False True
2 23 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.9444444444444444 0.9444444444444444 True True True False False
2 24 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 25 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 0.875 False False False False False
2 26 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 0.8235294117647058 False False False False False
2 27 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 28 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 29 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.7222222222222222 0.7222222222222222 True True True False False
2 30 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 31 linear_util impartial_culture 0.1 3 9 400 1.0 0.9333333333333333 0.8666666666666667 0.8666666666666667 False False False False False
2 32 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.9473684210526315 0.9473684210526315 False False False False False
2 33 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 34 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 False False False False False
2 35 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.75 0.75 False False False False False
2 36 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.5714285714285714 0.5714285714285714 True True True False False
2 37 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 38 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.8888888888888888 0.8888888888888888 True True True False False
2 39 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 40 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 False False False False False
2 41 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 False False False False False
2 42 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.75 1.0 True True True False True
2 43 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.45454545454545453 1.0 True True True False True
2 44 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 45 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.5454545454545454 1.0 True True True False True
2 46 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.9444444444444444 0.9444444444444444 False False False False False
2 47 linear_util impartial_culture 0.1 3 9 400 1.0 0.7894736842105263 0.7894736842105263 0.8947368421052632 False False False False False
2 48 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 49 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.7619047619047619 0.7619047619047619 True True True False False
2 50 linear_util impartial_culture 0.1 3 9 400 1.0 0.8947368421052632 0.8947368421052632 0.8947368421052632 True False True True True
2 51 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 52 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 53 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 0.8421052631578947 False False False False False
2 54 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 55 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 56 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.7647058823529411 0.8823529411764706 True True True False False
2 57 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 58 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 59 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.9333333333333333 1.0 False False False False False
2 60 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 61 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.8333333333333334 0.7777777777777778 False False False False False
2 62 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 63 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True False True False False
2 64 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 65 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.45454545454545453 0.7727272727272727 True True True False False
2 66 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 67 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 68 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.8571428571428571 1.0 True True True False True
2 69 linear_util impartial_culture 0.1 3 9 400 1.0 0.8333333333333334 0.6111111111111112 0.8333333333333334 False False False False False
2 70 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.75 0.75 False False False False False
2 71 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 72 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 73 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.8333333333333334 0.8333333333333334 True True True False False
2 74 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.5882352941176471 1.0 True True True False True
2 75 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.8235294117647058 0.8235294117647058 False False False False False
2 76 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 False False False False False
2 77 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 78 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 79 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.7619047619047619 1.0 True True True False True
2 80 linear_util impartial_culture 0.1 3 9 400 1.0 0.9473684210526315 0.9473684210526315 0.9473684210526315 False False False False False
2 81 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 82 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.8823529411764706 0.8823529411764706 False False False False False
2 83 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 84 linear_util impartial_culture 0.1 3 9 400 1.0 0.8095238095238095 0.8095238095238095 0.8095238095238095 True False True True True
2 85 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 86 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.7058823529411765 0.7058823529411765 False False False False False
2 87 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 False False False False False
2 88 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.8333333333333334 0.8333333333333334 False False False False False
2 89 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.7777777777777778 0.7777777777777778 False False False False False
2 90 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 1.0 1.0 True True True True True
2 91 linear_util impartial_culture 0.1 3 9 400 1.0 0.7619047619047619 0.7619047619047619 0.7619047619047619 True False True True True
2 92 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.65 0.65 True True True False False
2 93 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.6666666666666666 1.0 False False False False False
2 94 linear_util impartial_culture 0.1 3 9 400 1.0 0.9411764705882353 0.7647058823529411 0.9411764705882353 False False False False False
2 95 linear_util impartial_culture 0.1 3 9 400 1.0 0.9 0.65 1.0 True False True False False
2 96 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.7647058823529411 0.7058823529411765 True False True False False
2 97 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.6470588235294118 1.0 False False False False False
2 98 linear_util impartial_culture 0.1 3 9 400 1.0 0.9411764705882353 0.9411764705882353 0.9411764705882353 True False True True True
2 99 linear_util impartial_culture 0.1 3 9 400 1.0 1.0 0.6111111111111112 1.0 False False False False False
3 0 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 1 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 2 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.75 0.75 True True True False False
3 3 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.6444444444444445 0.6444444444444445 True True True False False
3 4 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 5 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.9230769230769231 0.9230769230769231 0.9230769230769231 True False True True True
3 6 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.7317073170731707 0.8536585365853658 True True True False False
3 7 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.8974358974358975 1.0 0.7435897435897436 False False False False False
3 8 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.9428571428571428 1.0 False False False False False
3 9 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.8723404255319149 0.8723404255319149 0.8723404255319149 False False False False False
3 10 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.8717948717948718 1.0 False False False False False
3 11 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.9722222222222222 0.9722222222222222 0.9722222222222222 False False False False False
3 12 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.8409090909090909 0.5227272727272727 1.0 True False True False False
3 13 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 14 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.9512195121951219 0.6341463414634146 0.6341463414634146 False False False False False
3 15 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.7804878048780488 1.0 True True True False True
3 16 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.8717948717948718 0.6666666666666666 1.0 False False False False False
3 17 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.75 0.825 True True True False False
3 18 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.8235294117647058 0.8823529411764706 False False False False False
3 19 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.868421052631579 0.868421052631579 0.868421052631579 True False True True True
3 20 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.851063829787234 0.6382978723404256 True True True False False
3 21 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.9722222222222222 0.9166666666666666 1.0 True False True False False
3 22 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 23 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.972972972972973 0.972972972972973 True True True False False
3 24 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.8571428571428571 0.9142857142857143 0.8571428571428571 False False False False False
3 25 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 26 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 27 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True False True True True
3 28 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.9428571428571428 1.0 True True True False True
3 29 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.95 0.95 0.95 True False True True True
3 30 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 31 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.9743589743589743 0.8205128205128205 1.0 True False True False False
3 32 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.7142857142857143 1.0 False False False False False
3 33 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.7073170731707317 0.7073170731707317 True True True False False
3 34 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.95 1.0 1.0 False False False False False
3 35 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.7804878048780488 0.7317073170731707 False False False False False
3 36 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 37 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.9230769230769231 0.9230769230769231 0.9230769230769231 False False False False False
3 38 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 39 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.8461538461538461 1.0 False False False False False
3 40 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.9523809523809523 0.9523809523809523 True True True False False
3 41 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.9523809523809523 1.0 1.0 False False False False False
3 42 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.8 0.8 0.8 True False True True True
3 43 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.972972972972973 1.0 False False False False False
3 44 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 45 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 46 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 47 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.7560975609756098 1.0 True True True False True
3 48 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 49 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.9411764705882353 0.9411764705882353 0.9411764705882353 False False False False False
3 50 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 0.7894736842105263 False False False False False
3 51 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.9777777777777777 0.9777777777777777 True True True False False
3 52 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.9512195121951219 0.9512195121951219 0.9512195121951219 True False True True True
3 53 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 54 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 55 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 56 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.8809523809523809 0.8809523809523809 0.8809523809523809 True False True True True
3 57 linear_util polya_eggenberger 0.1 7 9 400 1.0 0.868421052631579 0.868421052631579 0.868421052631579 False False False False False
3 58 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.7837837837837838 1.0 False False False False False
3 59 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 1.0 1.0 True True True True True
3 60 linear_util polya_eggenberger 0.1 7 9 400 1.0 1.0 0.7272727272727273 1.0 True True True False True
